Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
2504,César Tárrega,es ESP,DF,Valencia,es La Liga,24.0,2002,28,25,2238,24.9,0,0,0,0,0,0,6,0,0.00,9,1,11.1,0.36,0.04,0.00,0.00,0,0,0,21,21,10,6,0,0,36,1,,,,,,,,,,,,,,
2505,Tylel Tati,fr FRA,DF,Nantes,fr Ligue 1,18.0,2008,20,20,1721,19.1,0,0,0,0,0,0,5,1,0.00,3,0,0.0,0.16,0.00,0.00,,0,0,1,13,14,15,5,1,0,25,0,,,,,,,,,,,,,,
2506,Nuno Tavares,pt POR,DF,Lazio,it Serie A,26.0,2000,22,16,1383,15.4,0,0,0,0,0,0,4,0,0.00,15,1,6.7,0.98,0.07,0.00,0.00,0,0,94,20,17,22,4,0,0,18,0,,,,,,,,,,,,,,
2507,Marcus Tavernier,eng ENG,MF,Bournemouth,eng Premier League,27.0,1999,31,28,2474,27.5,6,4,10,4,2,2,5,0,0.29,64,21,32.8,2.33,0.76,0.06,0.19,2,2,100,19,14,33,5,0,0,30,0,,,,,,,,,,,,,,
2508,Kenneth Taylor,nl NED,MF,Lazio,it Serie A,23.0,2002,16,16,1333,14.8,3,2,5,3,0,0,4,0,0.34,16,6,37.5,1.08,0.41,0.19,0.50,0,0,9,11,9,12,4,0,0,15,0,,,,,,,,,,,,,,
2509,Loum Tchaouna,fr FRA,"MF,FW",Burnley,eng Premier League,22.0,2003,26,11,1027,11.4,2,0,2,2,0,0,2,0,0.18,18,8,44.4,1.58,0.70,0.11,0.25,0,0,22,7,2,13,2,0,0,8,0,,,,,,,,,,,,,,
2510,Jackson Tchatchoua,cm CMR,"MF,DF",Wolves,eng Premier League,24.0,2001,31,19,1845,20.5,0,1,1,0,0,0,3,0,0.05,3,1,33.3,0.15,0.05,0.00,0.00,0,0,90,15,14,9,3,0,0,8,0,,,,,,,,,,,,,,
2511,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,26.0,2000,30,28,2393,26.6,1,0,1,1,0,0,8,0,0.04,39,7,17.9,1.47,0.26,0.03,0.14,0,0,8,39,39,24,8,0,0,27,0,,,,,,,,,,,,,,
2512,Mathys Tel,fr FRA,"MF,FW",Tottenham Hotspur,eng Premier League,21.0,2005,28,10,1103,12.3,3,1,4,3,0,0,1,0,0.33,29,7,24.1,2.37,0.57,0.10,0.43,0,0,75,11,3,19,1,0,0,15,0,,,,,,,,,,,,,,
2513,Nathan Tella,ng NGA,MF,Leverkusen,de Bundesliga,26.0,1999,17,10,868,9.6,1,4,5,1,0,0,2,0,0.52,24,8,33.3,2.49,0.83,0.04,0.13,0,0,31,6,4,19,2,0,0,15,0,,,,,,,,,,,,,,
2514,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,30.0,1996,32,32,2879,32.0,2,0,2,2,0,0,2,0,0.06,19,6,31.6,0.59,0.19,0.11,0.33,0,0,17,39,40,35,2,0,0,25,0,,,,,,,,,,,,,,
2515,Arnau Tenas,es ESP,GK,Villarreal,es La Liga,24.0,2001,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,0,0,0,0,0,0,9,1.50,20,13,65.0,3,2,1,0,0.0,2,2,0,0
2516,Marc-André ter Stegen,de GER,GK,Girona,es La Liga,34.0,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,2,1.00,6,4,66.7,0,1,1,0,0.0,0,0,0,0
2517,Filippo Terracciano,it ITA,DF,Cremonese,it Serie A,23.0,2003,33,30,2749,30.5,2,0,2,2,0,0,6,0,0.07,14,4,28.6,0.46,0.13,0.14,0.50,0,0,26,22,53,25,6,0,0,16,2,,,,,,,,,,,,,,
2518,Pietro Terracciano,it ITA,GK,Milan,it Serie A,36.0,1990,2,1,125,1.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,4,4,100.0,1,0,0,2,200.0,0,0,0,0
2519,Ramón Terrats,es ESP,MF,Espanyol,es La Liga,25.0,2000,26,10,904,10.0,1,1,2,1,0,0,0,0,0.20,14,3,21.4,1.39,0.30,0.07,0.33,0,0,28,13,10,17,0,0,0,13,0,,,,,,,,,,,,,,
2520,Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,29.0,1997,18,7,675,7.5,4,1,5,4,0,0,1,0,0.67,17,6,35.3,2.27,0.80,0.24,0.67,0,0,5,4,1,13,1,0,0,1,0,,,,,,,,,,,,,,
2521,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,24.0,2001,29,22,1953,21.7,1,0,1,1,0,0,2,0,0.05,26,8,30.8,1.20,0.37,0.04,0.13,0,0,17,21,13,19,2,0,0,21,0,,,,,,,,,,,,,,
2522,Kenny Tete,nl NED,DF,Fulham,eng Premier League,30.0,1995,22,21,1791,19.9,1,0,1,1,0,0,2,0,0.05,16,3,18.8,0.80,0.15,0.06,0.33,0,0,34,38,26,31,2,0,0,27,0,,,,,,,,,,,,,,
2523,Jordan Teze,nl NED,"MF,DF",Monaco,fr Ligue 1,26.0,1999,31,26,2344,26.0,1,2,3,1,0,0,8,0,0.12,13,4,30.8,0.50,0.15,0.08,0.25,0,0,62,44,28,24,8,0,0,30,0,,,,,,,,,,,,,,
2524,Florian Thauvin,fr FRA,MF,Lens,fr Ligue 1,33.0,1993,31,28,2352,26.1,10,5,15,8,2,3,6,0,0.50,71,26,36.6,2.72,0.99,0.11,0.31,2,3,193,17,11,34,6,0,0,18,0,,,,,,,,,,,,,,
2525,Arthur Theate,be BEL,DF,Eintracht Frankfurt,de Bundesliga,25.0,2000,24,24,2141,23.8,1,0,1,1,0,0,8,0,0.04,15,7,46.7,0.63,0.29,0.07,0.14,0,0,13,21,34,13,8,0,0,15,0,,,,,,,,,,,,,,
2526,Igor Thiago,br BRA,FW,Brentford,eng Premier League,24.0,2001,35,34,3012,33.5,22,1,23,14,8,9,7,0,0.45,79,41,51.9,2.36,1.23,0.18,0.34,8,9,15,19,11,24,7,0,0,65,0,,,,,,,,,,,,,,
2527,Malick Thiaw,de GER,DF,Newcastle United,eng Premier League,24.0,2001,32,30,2695,29.9,4,0,4,4,0,0,4,0,0.13,28,14,50.0,0.94,0.47,0.14,0.29,0,0,9,30,26,10,4,0,0,22,0,,,,,,,,,,,,,,
2528,Jan Thielmann,de GER,"MF,FW",Köln,de Bundesliga,23.0,2002,25,20,1529,17.0,3,1,4,3,0,0,4,0,0.24,27,10,37.0,1.59,0.59,0.11,0.30,0,0,36,12,13,23,4,0,0,11,0,,,,,,,,,,,,,,
2529,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,32.0,1993,30,30,2563,28.5,3,9,12,3,0,0,11,0,0.42,41,12,29.3,1.44,0.42,0.07,0.25,0,0,117,50,20,43,11,0,0,52,0,,,,,,,,,,,,,,
2530,Morten Thorsby,no NOR,MF,Genoa,it Serie A,30.0,1996,13,8,731,8.1,2,1,3,2,0,0,2,0,0.37,10,4,40.0,1.23,0.49,0.20,0.50,0,0,5,1,3,5,2,0,0,15,0,,,,,,,,,,,,,,
2531,Morten Thorsby,no NOR,MF,Cremonese,it Serie A,30.0,1996,8,6,485,5.4,1,0,1,1,0,0,1,0,0.19,11,4,36.4,2.04,0.74,0.09,0.25,0,0,0,5,2,5,1,0,0,9,0,,,,,,,,,,,,,,
2532,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,27.0,1999,30,25,2280,25.3,4,4,8,4,0,0,8,0,0.32,42,13,31.0,1.66,0.51,0.10,0.31,0,0,12,19,29,54,8,0,0,31,0,,,,,,,,,,,,,,
2533,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,25.0,2001,33,29,2351,26.1,3,2,5,3,0,0,2,0,0.19,48,15,31.3,1.84,0.57,0.06,0.20,0,0,15,31,12,12,2,0,0,37,0,,,,,,,,,,,,,,
2534,Marcus Thuram,fr FRA,FW,Inter,it Serie A,28.0,1997,28,23,1855,20.6,13,5,18,13,0,0,2,0,0.87,72,29,40.3,3.49,1.41,0.18,0.45,0,0,20,13,1,40,2,0,0,42,0,,,,,,,,,,,,,,
2535,Cheikh Tidiane Sabaly,sn SEN,"MF,FW",Metz,fr Ligue 1,27.0,1999,14,12,967,10.7,0,2,2,0,0,0,2,0,0.19,8,4,50.0,0.74,0.37,0.00,0.00,0,0,14,13,3,16,2,0,0,14,0,,,,,,,,,,,,,,
2536,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,29.0,1997,22,19,1665,18.5,0,4,4,0,0,0,0,0,0.22,19,4,21.1,1.03,0.22,0.00,0.00,0,0,41,34,16,34,0,0,0,25,0,,,,,,,,,,,,,,
2537,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,28.0,1997,10,0,198,2.2,1,0,1,1,0,0,2,0,0.45,6,3,50.0,2.73,1.36,0.17,0.33,0,0,0,1,0,4,2,0,0,6,0,,,,,,,,,,,,,,
2538,Phillip Tietz,de GER,FW,Mainz 05,de Bundesliga,28.0,1997,17,17,1447,16.1,4,1,5,4,0,1,2,0,0.31,44,20,45.5,2.74,1.24,0.09,0.20,0,1,4,3,7,17,2,0,0,26,0,,,,,,,,,,,,,,
2539,Malik Tillman,us USA,MF,Leverkusen,de Bundesliga,23.0,2002,27,17,1587,17.6,6,1,7,6,0,0,2,0,0.40,32,11,34.4,1.81,0.62,0.19,0.55,0,0,16,29,17,27,2,0,0,16,0,,,,,,,,,,,,,,
2540,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,24.0,2001,30,28,2454,27.3,3,5,8,3,0,0,5,0,0.29,25,7,28.0,0.92,0.26,0.12,0.43,0,0,46,35,24,29,5,0,0,38,0,,,,,,,,,,,,,,
2541,Quinten Timber,nl NED,MF,Marseille,fr Ligue 1,24.0,2001,13,13,1010,11.2,0,0,0,0,0,0,3,0,0.00,10,2,20.0,0.89,0.18,0.00,0.00,0,0,7,16,8,18,3,0,0,12,0,,,,,,,,,,,,,,
2542,Jean-Clair Todibo,fr FRA,DF,West Ham United,eng Premier League,26.0,1999,21,20,1699,18.9,0,1,1,0,0,0,4,1,0.05,2,0,0.0,0.11,0.00,0.00,,0,0,1,24,16,3,4,1,0,8,0,,,,,,,,,,,,,,
2543,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,21.0,2004,5,1,136,1.5,0,0,0,0,0,0,2,0,0.00,2,0,0.0,1.32,0.00,0.00,,0,0,1,1,0,2,2,0,0,2,0,,,,,,,,,,,,,,
2544,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,31.0,1994,28,24,2122,23.6,10,4,14,8,2,3,4,0,0.51,47,25,53.2,1.99,1.06,0.17,0.32,2,3,44,18,16,51,4,0,0,41,0,,,,,,,,,,,,,,
2545,Jeremy Toljan,de GER,DF,Levante,es La Liga,31.0,1994,34,34,2962,32.9,1,3,4,1,0,0,7,0,0.12,9,1,11.1,0.27,0.03,0.11,1.00,0,0,73,38,30,19,7,0,0,30,1,,,,,,,,,,,,,,
2546,Tiago Tomás,pt POR,"MF,FW",Stuttgart,de Bundesliga,23.0,2002,25,10,992,11.0,5,3,8,5,0,0,3,0,0.73,35,10,28.6,3.18,0.91,0.14,0.50,0,0,12,8,4,28,3,0,0,12,0,,,,,,,,,,,,,,
2547,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,28.0,1997,31,29,2419,26.9,0,2,2,0,0,0,7,1,0.07,9,2,22.2,0.33,0.07,0.00,0.00,0,0,16,39,26,7,7,1,1,33,0,,,,,,,,,,,,,,
2548,Sandro Tonali,it ITA,MF,Newcastle United,eng Premier League,26.0,2000,33,29,2392,26.6,0,2,2,0,0,0,4,0,0.08,34,8,23.5,1.28,0.30,0.00,0.00,0,0,92,23,27,41,4,0,0,23,0,,,,,,,,,,,,,,
2549,Keke Topp,de GER,FW,Werder Bremen,de Bundesliga,22.0,2004,20,7,638,7.1,1,1,2,1,0,0,4,0,0.28,25,3,12.0,3.53,0.42,0.04,0.33,0,0,5,5,1,7,4,0,0,16,0,,,,,,,,,,,,,,
2550,Pablo Torre,es ESP,"MF,FW",Mallorca,es La Liga,23.0,2003,31,16,1335,14.8,3,3,6,3,0,0,3,0,0.40,18,9,50.0,1.21,0.61,0.17,0.33,0,0,71,12,8,32,3,0,0,25,0,,,,,,,,,,,,,,
2551,Jofre Torrents,es ESP,DF,Barcelona,es La Liga,19.0,2007,3,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,4,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2552,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,26.0,2000,30,21,1778,19.8,15,1,16,15,0,0,2,0,0.81,65,34,52.3,3.29,1.72,0.23,0.44,0,0,2,6,4,15,2,0,0,11,0,,,,,,,,,,,,,,
2553,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,29.0,1997,19,17,1568,17.4,0,0,0,0,0,0,1,0,0.00,7,0,0.0,0.40,0.00,0.00,,0,0,4,13,11,5,1,0,0,7,1,,,,,,,,,,,,,,
2554,Lucas Torró,es ESP,MF,Osasuna,es La Liga,31.0,1994,31,28,2098,23.3,0,1,1,0,0,0,6,0,0.04,21,5,23.8,0.90,0.21,0.00,0.00,0,0,2,15,28,25,6,0,0,34,0,,,,,,,,,,,,,,
2555,Jordan Torunarigha,de GER,DF,Hamburger SV,de Bundesliga,28.0,1997,23,20,1874,20.8,0,0,0,0,0,0,2,0,0.00,5,1,20.0,0.24,0.05,0.00,0.00,0,0,3,21,28,12,2,0,0,18,0,,,,,,,,,,,,,,
2556,Alex Tóth,hu HUN,MF,Bournemouth,eng Premier League,20.0,2005,7,1,83,0.9,0,0,0,0,0,0,1,0,0.00,1,0,0.0,1.08,0.00,0.00,,0,0,3,0,2,2,1,0,0,1,0,,,,,,,,,,,,,,
2557,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,32.0,1994,11,8,740,8.2,2,0,2,2,0,1,2,0,0.24,13,4,30.8,1.58,0.49,0.15,0.50,0,1,13,6,10,17,2,0,0,13,0,,,,,,,,,,,,,,
2558,Alpha Touré,sn SEN,MF,Metz,fr Ligue 1,20.0,2006,29,15,1522,16.9,0,1,1,0,0,0,5,0,0.06,16,1,6.3,0.95,0.06,0.00,0.00,0,0,12,21,10,24,5,0,0,27,0,,,,,,,,,,,,,,
2559,Bazoumana Touré,ci CIV,"MF,FW",Hoffenheim,de Bundesliga,20.0,2006,28,27,2177,24.2,4,9,13,4,0,0,2,0,0.54,45,12,26.7,1.86,0.50,0.09,0.33,0,0,109,20,6,27,2,0,0,44,0,,,,,,,,,,,,,,
2560,Idrissa Touré,de GER,MF,Pisa,it Serie A,28.0,1998,30,25,2168,24.1,1,0,1,1,0,0,4,1,0.04,29,8,27.6,1.20,0.33,0.03,0.13,0,0,67,27,23,16,4,1,0,22,0,,,,,,,,,,,,,,
2561,Ousmane Toure,fr FRA,DF,Lille,fr Ligue 1,21.0,2005,1,1,51,0.6,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,
2562,Lucas Tousart,fr FRA,MF,Brest,fr Ligue 1,29.0,1997,21,7,666,7.4,1,0,1,1,0,0,0,0,0.14,8,3,37.5,1.08,0.41,0.13,0.33,0,0,3,11,8,5,0,0,0,20,0,,,,,,,,,,,,,,
2563,James Trafford,eng ENG,GK,Manchester City,eng Premier League,23.0,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,1,0,0,0,0,0,4,1.33,14,11,78.6,1,0,2,1,33.3,1,1,0,0
2564,Mattéo Tramoni,fr FRA,"MF,FW",Pisa,it Serie A,26.0,2000,27,21,1600,17.8,2,2,4,1,1,1,3,0,0.17,28,9,32.1,1.58,0.51,0.04,0.11,1,1,68,21,15,15,3,0,0,16,0,,,,,,,,,,,,,,
2565,Adama Traoré,es ESP,"FW,MF",West Ham United,eng Premier League,30.0,1996,9,0,121,1.3,0,0,0,0,0,0,1,0,0.00,2,0,0.0,1.49,0.00,0.00,,0,0,12,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,
2566,Adama Traoré,es ESP,MF,Fulham,eng Premier League,30.0,1996,15,1,274,3.0,0,0,0,0,0,0,0,0,0.00,5,1,20.0,1.64,0.33,0.00,0.00,0,0,15,1,0,8,0,0,0,6,0,,,,,,,,,,,,,,
2567,Bertrand Traoré,bf BFA,"MF,FW",Sunderland,eng Premier League,30.0,1995,12,9,632,7.0,1,0,1,1,0,0,1,0,0.14,12,6,50.0,1.71,0.85,0.08,0.17,0,0,13,4,2,12,1,0,0,11,0,,,,,,,,,,,,,,
2568,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,24.0,2001,19,16,1361,15.1,1,0,1,1,0,0,3,0,0.07,18,3,16.7,1.19,0.20,0.06,0.33,0,0,2,26,15,5,3,0,0,29,0,,,,,,,,,,,,,,
2569,Hamari Traoré,ml MLI,DF,Paris FC,fr Ligue 1,34.0,1992,16,13,1068,11.9,0,1,1,0,0,0,4,0,0.08,4,0,0.0,0.34,0.00,0.00,,0,0,26,21,18,5,4,0,0,21,0,,,,,,,,,,,,,,
2570,Omar Traoré,de GER,"DF,MF",Heidenheim,de Bundesliga,28.0,1998,24,15,1381,15.3,0,2,2,0,0,0,2,0,0.13,10,2,20.0,0.65,0.13,0.00,0.00,0,0,33,10,15,18,2,0,0,20,0,,,,,,,,,,,,,,
2571,Kevin Trapp,de GER,GK,Paris FC,fr Ligue 1,35.0,1990,20,20,1800,20.0,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,6,2,0,0,0,0,26,1.30,73,52,72.6,7,8,5,7,35.0,8,6,1,1
2572,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,es La Liga,38.0,1988,6,0,79,0.9,0,0,0,0,0,0,2,0,0.00,1,1,100.0,1.14,1.14,0.00,0.00,0,0,7,0,0,3,2,0,0,2,0,,,,,,,,,,,,,,
2573,Yael Trepy,,FW,Cagliari,it Serie A,,,7,0,88,1.0,1,0,1,1,0,0,0,0,1.02,5,1,20.0,5.11,1.02,0.20,1.00,0,0,6,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,
2574,Mike Trésor,be BEL,"FW,MF",Burnley,eng Premier League,26.0,1999,6,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,3,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2575,Philipp Treu,de GER,"DF,MF",Freiburg,de Bundesliga,25.0,2000,26,22,2006,22.3,1,2,3,1,0,0,2,0,0.13,16,4,25.0,0.72,0.18,0.06,0.25,0,0,28,23,6,33,2,0,0,18,0,,,,,,,,,,,,,,
2576,Christopher Trimmel,at AUT,"MF,DF",Union Berlin,de Bundesliga,39.0,1987,27,20,1717,19.1,0,3,3,0,0,0,7,0,0.16,4,0,0.0,0.21,0.00,0.00,,0,0,161,22,8,8,7,0,0,26,0,,,,,,,,,,,,,,
2577,Kieran Trippier,eng ENG,DF,Newcastle United,eng Premier League,35.0,1990,19,17,1501,16.7,0,1,1,0,0,0,3,0,0.06,2,0,0.0,0.12,0.00,0.00,,0,0,92,11,7,18,3,0,0,22,0,,,,,,,,,,,,,,
2578,Mariano Troilo,ar ARG,DF,Parma,it Serie A,22.0,2003,18,15,1355,15.1,1,0,1,1,0,0,7,2,0.07,9,2,22.2,0.60,0.13,0.11,0.50,0,0,1,15,12,19,7,2,1,23,0,,,,,,,,,,,,,,
2579,Leandro Trossard,be BEL,"FW,MF",Arsenal,eng Premier League,31.0,1994,29,19,1821,20.2,5,6,11,5,0,0,1,0,0.54,48,13,27.1,2.37,0.64,0.10,0.38,0,0,55,15,9,36,1,0,0,13,0,,,,,,,,,,,,,,
2580,Adrien Truffert,fr FRA,DF,Bournemouth,eng Premier League,24.0,2001,35,35,3109,34.5,1,3,4,1,0,0,4,0,0.12,14,4,28.6,0.41,0.12,0.07,0.25,0,0,137,47,42,30,4,0,0,37,0,,,,,,,,,,,,,,
2581,Kostas Tsimikas,gr GRE,MF,Roma,it Serie A,29.0,1996,18,6,644,7.2,0,0,0,0,0,0,1,0,0.00,7,0,0.0,0.98,0.00,0.00,,0,0,43,5,8,8,1,0,0,9,0,,,,,,,,,,,,,,
2582,Heorhii Tsitaishvili,ge GEO,"MF,DF",Metz,fr Ligue 1,25.0,2000,32,27,2359,26.2,3,2,5,3,0,0,2,0,0.19,30,8,26.7,1.14,0.31,0.10,0.38,0,0,152,12,14,36,2,0,0,22,0,,,,,,,,,,,,,,
2583,Viktor Tsyhankov,ua UKR,MF,Girona,es La Liga,28.0,1997,28,27,2281,25.3,6,4,10,6,0,0,3,0,0.39,39,16,41.0,1.54,0.63,0.15,0.38,0,0,101,19,18,32,3,0,0,18,0,,,,,,,,,,,,,,
2584,Axel Tuanzebe,cd COD,DF,Burnley,eng Premier League,28.0,1997,11,11,931,10.3,1,0,1,1,0,0,1,0,0.10,2,1,50.0,0.19,0.10,0.50,1.00,0,0,1,6,9,2,1,0,0,10,1,,,,,,,,,,,,,,
2585,Kareem Tunde,es ESP,MF,Levante,es La Liga,20.0,2005,18,15,1042,11.6,0,1,1,0,0,0,3,0,0.09,17,2,11.8,1.47,0.17,0.00,0.00,0,0,10,11,14,22,3,0,0,16,0,,,,,,,,,,,,,,
2586,Stefano Turati,it ITA,GK,Sassuolo,it Serie A,24.0,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,3,0.75,13,10,76.9,2,1,1,2,50.0,0,0,0,0
2587,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,24.0,2002,24,14,1164,12.9,0,3,3,0,0,0,5,0,0.23,19,6,31.6,1.47,0.46,0.00,0.00,0,0,8,23,7,21,5,0,0,23,0,,,,,,,,,,,,,,
2588,Stefanos Tzimas,gr GRE,FW,Brighton,eng Premier League,20.0,2006,9,1,139,1.5,1,1,2,1,0,0,0,0,1.29,4,1,25.0,2.59,0.65,0.25,1.00,0,0,1,1,0,1,0,0,0,4,0,,,,,,,,,,,,,,
2589,Christantus Uche,ng NGA,FW,Crystal Palace,eng Premier League,22.0,2003,14,0,173,1.9,0,0,0,0,0,0,0,0,0.00,6,2,33.3,3.12,1.04,0.00,0.00,0,0,6,1,0,7,0,0,0,4,0,,,,,,,,,,,,,,
2590,Christantus Uche,ng NGA,FW,Getafe,es La Liga,22.0,2003,3,3,270,3.0,1,1,2,1,0,0,1,0,0.67,6,1,16.7,2.00,0.33,0.17,1.00,0,0,1,2,0,8,1,0,0,10,0,,,,,,,,,,,,,,
2591,Destiny Udogie,it ITA,"DF,MF",Tottenham Hotspur,eng Premier League,23.0,2002,17,11,1098,12.2,0,1,1,0,0,0,3,0,0.08,3,1,33.3,0.25,0.08,0.00,0.00,0,0,22,15,6,19,3,0,0,14,0,,,,,,,,,,,,,,
2592,Matthieu Udol,fr FRA,"MF,DF",Lens,fr Ligue 1,30.0,1996,32,32,2867,31.9,1,7,8,1,0,0,2,0,0.25,45,16,35.6,1.41,0.50,0.02,0.06,0,0,111,20,48,27,2,0,0,30,0,,,,,,,,,,,,,,
2593,Manuel Ugarte,uy URU,MF,Manchester Utd,eng Premier League,25.0,2001,22,8,887,9.9,0,0,0,0,0,0,1,0,0.00,13,1,7.7,1.32,0.10,0.00,0.00,0,0,1,30,20,15,1,0,0,24,0,,,,,,,,,,,,,,
2594,Lesley Ugochukwu,fr FRA,MF,Burnley,eng Premier League,22.0,2004,32,24,2114,23.5,3,1,4,3,0,0,3,1,0.17,21,7,33.3,0.89,0.30,0.14,0.43,0,0,6,25,15,26,3,1,1,26,0,,,,,,,,,,,,,,
2595,Filip Ugrinic,ch SUI,MF,Valencia,es La Liga,27.0,1999,23,15,1291,14.3,0,3,3,0,0,0,3,0,0.21,18,2,11.1,1.25,0.14,0.00,0.00,0,0,49,16,8,13,3,0,0,16,0,,,,,,,,,,,,,,
2596,Lukas Ullrich,de GER,"DF,MF",Gladbach,de Bundesliga,22.0,2004,21,13,1170,13.0,0,0,0,0,0,0,2,0,0.00,10,2,20.0,0.77,0.15,0.00,0.00,0,0,35,14,20,10,2,0,0,16,0,,,,,,,,,,,,,,
2597,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,37.0,1988,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,1,0,0,0,0,1,1.00,7,6,85.7,0,1,0,0,0.0,0,0,0,0
2598,Enes Ünal,tr TUR,FW,Bournemouth,eng Premier League,28.0,1997,20,0,200,2.2,1,0,1,1,0,0,1,0,0.45,13,2,15.4,5.85,0.90,0.08,0.50,0,0,2,1,0,6,1,0,0,6,0,,,,,,,,,,,,,,
2599,Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,29.0,1996,27,23,2084,23.2,18,6,24,18,0,1,5,0,1.04,116,43,37.1,5.01,1.86,0.16,0.42,0,1,16,13,4,22,5,0,0,31,0,,,,,,,,,,,,,,
2600,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,27.0,1998,22,20,1659,18.4,1,1,2,1,0,0,4,0,0.11,8,2,25.0,0.43,0.11,0.13,0.50,0,0,6,24,20,5,4,0,0,15,0,,,,,,,,,,,,,,
2601,Jan Urbich,de GER,DF,Gladbach,de Bundesliga,21.0,2004,3,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,
2602,Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,22.0,2003,12,10,990,11.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,15,1.36,40,26,65.0,8,1,1,5,50.0,2,1,0,1
2603,Can Uzun,tr TUR,MF,Eintracht Frankfurt,de Bundesliga,20.0,2005,20,14,1097,12.2,8,4,12,7,1,1,3,0,0.90,40,18,45.0,3.28,1.48,0.18,0.39,1,1,22,9,3,23,3,0,0,15,0,,,,,,,,,,,,,,
2604,Josha Vagnoman,de GER,"DF,MF",Stuttgart,de Bundesliga,25.0,2000,25,18,1565,17.4,1,3,4,1,0,0,3,0,0.23,19,11,57.9,1.09,0.63,0.05,0.09,0,0,33,19,3,16,3,0,0,17,0,,,,,,,,,,,,,,
2605,Victor Valdepeñas,es ESP,DF,Real Madrid,es La Liga,19.0,2006,1,1,77,0.9,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,3,0,1,0,0,0,3,0,,,,,,,,,,,,,,
2606,Hákon Valdimarsson,is ISL,GK,Brentford,eng Premier League,24.0,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,3,3.00,4,1,25.0,1,0,0,0,0.0,0,0,0,0
